experiment_folder,experiment_title,base_matcher,matcher,modality,dataset,dataset_file,config_file,summary_file,threshold_analysis_file,eer,accuracy,precision,recall,roc_auc,tar,far,frr,trr,num_pairs,num_genuine,num_impostor,avg_inlier_ratio
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",sift,sift,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/sift_threshold_analysis.json,0.13,0.85,0.9441624365482234,0.744,0.8721599999999999,0.744,0.044,0.256,0.956,500,250,250,0.2918304117568431
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",superglue,superglue,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/superglue_threshold_analysis.json,0.336,0.564,0.6230769230769231,0.324,0.6883360000000001,0.324,0.196,0.676,0.804,500,250,250,0.3836227928609526
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",sgmnet,sgmnet,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.096,0.676,1.0,0.352,0.9694799999999999,0.352,0.0,0.648,1.0,500,250,250,0.26582998171966915
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",aspanformer,aspanformer,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.084,0.726,0.6459948320413437,1.0,0.974944,1.0,0.548,0.0,0.452,500,250,250,0.6118466834303101
iris_amf_500_masked_crop_all_matchers,"All matchers 500 Iris AMF masked, cropped",deepdetect,deepdetect,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.184,0.742,0.6596306068601583,1.0,0.863896,1.0,0.516,0.0,0.484,500,250,250,0.6924538333145165
iris_amf_500_masked_crop_all_matchers_fingervein,"All matchers 500 Iris AMF masked, cropped, fingervien matcher config",orb,orb-fingervein,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/evaluation/orb-fingervein_threshold_analysis.json,0.034,0.94,0.9867256637168141,0.892,0.993912,0.892,0.012,0.108,0.988,500,250,250,0.37576256227385557
iris_amf_500_masked_crop_all_matchers_fingervein,"All matchers 500 Iris AMF masked, cropped, fingervien matcher config",sift,sift-fingervein,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/evaluation/sift-fingervein_threshold_analysis.json,0.064,0.928,0.9115384615384615,0.948,0.967528,0.948,0.092,0.052,0.908,500,250,250,0.3900041687225736
iris_amf_500_masked_crop_all_matchers_fingervein,"All matchers 500 Iris AMF masked, cropped, fingervien matcher config",superglue,superglue-fingervein,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/evaluation/superglue-fingervein_threshold_analysis.json,0.092,0.51,0.5050505050505051,1.0,0.96024,1.0,0.98,0.0,0.02,500,250,250,0.37434826153633904
iris_amf_500_masked_crop_all_matchers_fingervein,"All matchers 500 Iris AMF masked, cropped, fingervien matcher config",sgmnet,sgmnet-fingervein,iris,amf,bioverify/data/pairs/pairs_iris_amf_500.csv,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_amf_500_masked_crop_all_matchers_fingervein/evaluation/sgmnet-fingervein_threshold_analysis.json,0.012,0.926,1.0,0.852,0.9981760000000001,0.852,0.0,0.148,1.0,500,250,250,0.1869442085998041
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,loftr,loftr,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.16,0.792,0.7253086419753086,0.94,0.92948,0.94,0.356,0.06,0.644,500,250,250,0.5459051665275516
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,orb,orb,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/orb_threshold_analysis.json,0.338,0.662,0.9655172413793104,0.336,0.6387600000000001,0.336,0.012,0.664,0.988,500,250,250,0.1468172783043203
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,sift,sift,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/sift_threshold_analysis.json,0.342,0.658,0.9647058823529412,0.328,0.625856,0.328,0.012,0.672,0.988,500,250,250,0.13996502474563613
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,superglue,superglue,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/superglue_threshold_analysis.json,0.316,0.714,0.6789297658862876,0.812,0.7456160000000001,0.812,0.384,0.188,0.616,500,250,250,0.40331043438026026
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,sgmnet,sgmnet,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.276,0.714,0.6789297658862876,0.812,0.797104,0.812,0.384,0.188,0.616,500,250,250,0.41858575267388437
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,aspanformer,aspanformer,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.3,0.5,0.5,1.0,0.787208,1.0,1.0,0.0,0.0,500,250,250,0.6903877188372445
iris_casia_500_all_matchers,All matchers 500 Iris CASIA masked,deepdetect,deepdetect,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers/config.yaml,bioverify/results/iris_casia_500_all_matchers/summary.json,bioverify/results/iris_casia_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.394,0.67,0.6151761517615176,0.908,0.661184,0.908,0.568,0.092,0.432,500,250,250,0.7148813097365977
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,loftr,loftr,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/loftr_threshold_analysis.json,0.172,0.806,0.7524752475247525,0.912,0.9280879999999999,0.912,0.3,0.088,0.7,500,250,250,0.532527137969814
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,orb,orb,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/orb_threshold_analysis.json,0.338,0.662,0.9655172413793104,0.336,0.662456,0.336,0.012,0.664,0.988,500,250,250,0.14399981732688805
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,sift,sift,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/sift_threshold_analysis.json,0.342,0.656,0.9642857142857143,0.324,0.633832,0.324,0.012,0.676,0.988,500,250,250,0.13348642973935523
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,superglue,superglue,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/superglue_threshold_analysis.json,0.32,0.712,0.6920289855072463,0.764,0.7484000000000002,0.764,0.34,0.236,0.66,500,250,250,0.3897850917833106
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,sgmnet,sgmnet,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/sgmnet_threshold_analysis.json,0.264,0.732,0.704225352112676,0.8,0.811616,0.8,0.336,0.2,0.664,500,250,250,0.41335190980475334
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,aspanformer,aspanformer,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/aspanformer_threshold_analysis.json,0.3,0.504,0.5020080321285141,1.0,0.7900320000000001,1.0,0.992,0.0,0.008,500,250,250,0.6714298625480184
iris_casia_500_all_matchers_new_score,All matchers 500 Iris CASIA masked new_score,deepdetect,deepdetect,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score/evaluation/deepdetect_threshold_analysis.json,0.394,0.67,0.6151761517615176,0.908,0.661184,0.908,0.568,0.092,0.432,500,250,250,0.7148813097365977
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,loftr,loftr,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/loftr_threshold_analysis.json,0.16,0.792,0.7253086419753086,0.94,0.92948,0.94,0.356,0.06,0.644,500,250,250,0.5459051665275516
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,orb,orb,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/orb_threshold_analysis.json,0.338,0.662,0.9655172413793104,0.336,0.6387600000000001,0.336,0.012,0.664,0.988,500,250,250,0.1468172783043203
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,sift,sift,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/sift_threshold_analysis.json,0.342,0.658,0.9647058823529412,0.328,0.625856,0.328,0.012,0.672,0.988,500,250,250,0.13996502474563613
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,superglue,superglue,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/superglue_threshold_analysis.json,0.316,0.714,0.6789297658862876,0.812,0.7456160000000001,0.812,0.384,0.188,0.616,500,250,250,0.40331043438026026
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,sgmnet,sgmnet,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/sgmnet_threshold_analysis.json,0.276,0.714,0.6789297658862876,0.812,0.797104,0.812,0.384,0.188,0.616,500,250,250,0.41858575267388437
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,aspanformer,aspanformer,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/aspanformer_threshold_analysis.json,0.3,0.5,0.5,1.0,0.787208,1.0,1.0,0.0,0.0,500,250,250,0.6903877188372445
iris_casia_500_all_matchers_new_score_override_old,All matchers 500 Iris CASIA masked new_score_override_old,deepdetect,deepdetect,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/config.yaml,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/summary.json,bioverify/results/iris_casia_500_all_matchers_new_score_override_old/evaluation/deepdetect_threshold_analysis.json,0.394,0.67,0.6151761517615176,0.908,0.661184,0.908,0.568,0.092,0.432,500,250,250,0.7148813097365977
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,loftr,loftr,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/loftr_threshold_analysis.json,0.112,0.7,1.0,0.4,0.95876,0.4,0.0,0.6,1.0,500,250,250,0.28456950438279954
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,orb,orb,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/orb_threshold_analysis.json,0.35,0.64,0.8431372549019608,0.344,0.65644,0.344,0.064,0.656,0.936,500,250,250,0.14608108954951746
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,sift,sift,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/sift_threshold_analysis.json,0.29200000000000004,0.684,0.9423076923076923,0.392,0.7069679999999999,0.392,0.024,0.608,0.976,500,250,250,0.15237898596350008
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,superglue,superglue,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/superglue_threshold_analysis.json,0.548,0.39,0.1839080459770115,0.064,0.46988,0.064,0.284,0.936,0.716,500,250,250,0.3164922088514499
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,sgmnet,sgmnet,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.316,0.514,0.64,0.064,0.7233919999999998,0.064,0.036,0.936,0.964,500,250,250,0.1939342890171625
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,aspanformer,aspanformer,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.284,0.694,0.6701754385964912,0.764,0.792872,0.764,0.376,0.236,0.624,500,250,250,0.4835420472334875
iris_casia_500_masked_crop_all_matchers,All matchers 500 Iris CASIA masked crop,deepdetect,deepdetect,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.332,0.678,0.6344410876132931,0.84,0.706392,0.84,0.484,0.16,0.516,500,250,250,0.5481578779968951
iris_casia_500_masked_crop_all_matchers_fingervein,All matchers 500 Iris CASIA masked crop fingervein version,orb,orb-fingervein,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/evaluation/orb-fingervein_threshold_analysis.json,0.24,0.658,0.9540229885057471,0.332,0.8212719999999999,0.332,0.016,0.668,0.984,500,250,250,0.23068803789457304
iris_casia_500_masked_crop_all_matchers_fingervein,All matchers 500 Iris CASIA masked crop fingervein version,sift,sift-fingervein,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/evaluation/sift-fingervein_threshold_analysis.json,0.222,0.594,0.7831325301204819,0.26,0.77824,0.26,0.072,0.74,0.928,500,250,250,0.21003850784762576
iris_casia_500_masked_crop_all_matchers_fingervein,All matchers 500 Iris CASIA masked crop fingervein version,superglue,superglue-fingervein,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/evaluation/superglue-fingervein_threshold_analysis.json,0.36,0.6,0.5612745098039216,0.916,0.6801999999999999,0.916,0.716,0.084,0.284,500,250,250,0.2480149409664416
iris_casia_500_masked_crop_all_matchers_fingervein,All matchers 500 Iris CASIA masked crop fingervein version,sgmnet,sgmnet-fingervein,iris,casia,bioverify/data/pairs/pairs_iris_casia_500.csv,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_casia_500_masked_crop_all_matchers_fingervein/evaluation/sgmnet-fingervein_threshold_analysis.json,0.24,0.618,0.9154929577464789,0.26,0.8309840000000001,0.26,0.024,0.74,0.976,500,250,250,0.10313262445978645
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,loftr,loftr,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/loftr_threshold_analysis.json,0.044,0.948,0.9274809160305344,0.972,0.987064,0.972,0.076,0.028,0.924,500,250,250,0.5341145932610454
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,orb,orb,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/orb_threshold_analysis.json,0.266,0.73,0.96,0.48,0.7379279999999999,0.48,0.02,0.52,0.98,500,250,250,0.19167640325851049
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,sift,sift,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/sift_threshold_analysis.json,0.25,0.744,0.9765625,0.5,0.70628,0.5,0.012,0.5,0.988,500,250,250,0.20073500106016662
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,superglue,superglue,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/superglue_threshold_analysis.json,0.392,0.664,0.6220238095238095,0.836,0.639872,0.836,0.508,0.164,0.492,500,250,250,0.45694770539722096
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,sgmnet,sgmnet,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/sgmnet_threshold_analysis.json,0.178,0.822,0.8609865470852018,0.768,0.8896000000000001,0.768,0.124,0.232,0.876,500,250,250,0.3851698674809806
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,aspanformer,aspanformer,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/aspanformer_threshold_analysis.json,0.276,0.514,0.5070993914807302,1.0,0.808016,1.0,0.972,0.0,0.028,500,250,250,0.6720923953805541
iris_mmu_500_all_matchers,All matchers 500 Iris MMU masked,deepdetect,deepdetect,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers/config.yaml,bioverify/results/iris_mmu_500_all_matchers/summary.json,bioverify/results/iris_mmu_500_all_matchers/evaluation/deepdetect_threshold_analysis.json,0.208,0.834,0.7537993920972644,0.992,0.8542399999999999,0.992,0.324,0.008,0.676,500,250,250,0.6374616817052263
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,loftr,loftr,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.948,0.9274809160305344,0.972,,0.972,0.076,0.028,0.924,500,250,250,0.5341145932610454
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,orb,orb,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.73,0.96,0.48,,0.48,0.02,0.52,0.98,500,250,250,0.19167640325851049
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,sift,sift,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.744,0.9765625,0.5,,0.5,0.012,0.5,0.988,500,250,250,0.20073500106016662
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,superglue,superglue,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.664,0.6220238095238095,0.836,,0.836,0.508,0.164,0.492,500,250,250,0.45694770539722096
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,sgmnet,sgmnet,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.822,0.8609865470852018,0.768,,0.768,0.124,0.232,0.876,500,250,250,0.3851698674809806
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,aspanformer,aspanformer,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.502,0.501002004008016,1.0,,1.0,0.996,0.0,0.004,500,250,250,0.7200728859145765
iris_mmu_500_all_matchers_retest,All matchers 500 Iris MMU masked,deepdetect,deepdetect,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_all_matchers_retest/config.yaml,bioverify/results/iris_mmu_500_all_matchers_retest/summary.json,,,0.834,0.7537993920972644,0.992,,0.992,0.324,0.008,0.676,500,250,250,0.6374616817052263
iris_mmu_500_masked_crop_all_matchers_fingervein,All matchers 500 Iris MMU masked cropped fingervien,loftr,loftr,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_mmu_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_mmu_500_masked_crop_all_matchers_fingervein/evaluation/loftr_threshold_analysis.json,0.016,0.866,1.0,0.732,0.9912880000000001,0.732,0.0,0.268,1.0,500,250,250,0.34747784891205025
iris_mmu_500_masked_crop_all_matchers_fingervein,All matchers 500 Iris MMU masked cropped fingervien,orb,orb-fingervein,iris,mmu,bioverify/data/pairs/pairs_iris_mmu_500.csv,bioverify/results/iris_mmu_500_masked_crop_all_matchers_fingervein/config.yaml,bioverify/results/iris_mmu_500_masked_crop_all_matchers_fingervein/summary.json,bioverify/results/iris_mmu_500_masked_crop_all_matchers_fingervein/evaluation/orb-fingervein_threshold_analysis.json,0.192,0.716,0.990909090909091,0.436,0.890088,0.436,0.004,0.564,0.996,500,250,250,0.2626881887610796
